UnixTime(ms),Ax,Ay,Az,Gx,Gy,Gz,QuatW,QuatX,QuatY,QuatZ
1756066383339,0.01100565,0.07292752,0.03313788,-0.01399235,0.01387721,0.01028048,0.99384376,-0.08266545,0.01941460,0.07116236
1756066383350,0.02576047,0.01330353,0.07595105,0.00605710,0.00477205,0.00971512,0.99384217,-0.08263183,0.01944109,0.07121628
1756066383361,0.03035040,-0.00434908,-0.01671735,-0.00712594,-0.00093323,0.01662352,0.99383246,-0.08267102,0.01943595,0.07130771
1756066383372,0.06703879,-0.12255738,-0.04535514,0.00640553,0.00271191,-0.01230414,0.99384002,-0.08263547,0.01945100,0.07123942
1756066383383,-0.03646795,-0.07816376,0.02122132,-0.00609131,-0.00766655,-0.00860335,0.99384150,-0.08267019,0.01940731,0.07119038
1756066383394,-0.18921039,0.20874157,0.06958628,-0.01216038,0.00640571,-0.01403871,0.99384077,-0.08273708,0.01944254,0.07111317
1756066383405,-0.16773660,0.05265009,-0.09244743,0.00514757,0.00818811,-0.02415250,0.99385184,-0.08270851,0.01948798,0.07097913
1756066383417,0.03986246,-0.01860098,-0.03320373,0.00791489,0.02381259,-0.00270215,0.99385399,-0.08266418,0.01962133,0.07096399
1756066383428,-0.03991822,-0.04293320,-0.08693957,0.00296525,0.01918323,0.00952868,0.99384951,-0.08264788,0.01972684,0.07101640
1756066383439,0.09975157,-0.02068922,-0.03004862,0.01335825,0.02825361,0.00568138,0.99385029,-0.08257440,0.01988223,0.07104765
1756066383450,-0.00356353,0.04779099,-0.02674080,0.00246174,0.00298590,0.00855849,0.99384765,-0.08256050,0.01989910,0.07109600
1756066383461,0.01486738,-0.08665516,0.06441513,0.00711360,0.01633735,0.00710080,0.99384630,-0.08252137,0.01998896,0.07113506
1756066383472,0.04623911,0.03462326,-0.03859343,0.00321306,0.00896505,0.01453264,0.99384100,-0.08250354,0.02003872,0.07121571
1756066383483,0.07384247,-0.04324763,-0.01265805,0.01440178,0.01393051,0.00723002,0.99384324,-0.08242217,0.02011742,0.07125656
1756066383494,-0.00379913,0.02155781,-0.05470044,0.01904502,0.00303476,-0.00272148,0.99385265,-0.08231742,0.02013411,0.07124160
1756066383505,0.04650957,0.01395551,0.03008576,-0.00211322,0.01147395,-0.00550520,0.99385258,-0.08232915,0.02019779,0.07121104
1756066383517,-0.03358588,-0.09771088,0.04936849,0.00675976,0.01590003,-0.00954876,0.99385778,-0.08229096,0.02028763,0.07115709
1756066383528,-0.11997486,0.08941898,0.01817148,0.00080210,0.01289951,-0.00330254,0.99385799,-0.08228659,0.02035793,0.07113909
1756066383539,0.01521972,0.06245890,-0.04076938,0.00989199,0.01280204,0.01385046,0.99385557,-0.08223168,0.02042898,0.07121596
1756066383550,0.07032595,0.03270597,-0.02659720,0.02737430,-0.00132140,0.04759542,0.99384909,-0.08207428,0.02042139,0.07148964
1756066383561,0.08789169,0.03297745,0.04424836,-0.00421127,0.00340991,0.01061221,0.99384259,-0.08209744,0.02044014,0.07154800
1756066383573,-0.01301491,-0.14614095,0.07236063,-0.01557668,-0.00428415,-0.00108139,0.99383620,-0.08218623,0.02041572,0.07154184
1756066383584,0.01237983,-0.10001732,0.04397106,-0.01790625,-0.00457386,-0.02886314,0.99383998,-0.08228472,0.02039056,0.07138309
1756066383595,0.04679291,0.04423134,-0.07305871,-0.00560098,0.00545848,-0.03062477,0.99384906,-0.08231608,0.02042113,0.07121159
1756066383606,0.05104473,0.05262776,-0.00314231,0.00136681,0.00311543,-0.01809770,0.99385652,-0.08230850,0.02043842,0.07111115
1756066383617,-0.04711443,0.02694041,0.02198968,0.00586126,0.01255859,-0.00459536,0.99385966,-0.08227538,0.02050938,0.07108519
1756066383644,-0.04885589,0.02990299,-0.05634011,0.00016480,0.00596005,0.01266092,0.99384625,-0.08227320,0.02058805,0.07125231
1756066383655,-0.04281754,-0.06694440,-0.13514507,0.00701159,-0.00157520,0.01455160,0.99384381,-0.08223359,0.02057915,0.07133453
1756066383667,-0.00441489,-0.04836919,-0.05561238,-0.01101922,-0.00090330,-0.00904258,0.99384238,-0.08229805,0.02057387,0.07128163
1756066383678,-0.00021675,-0.05132369,0.02224263,-0.00520497,-0.00900079,-0.00960882,0.99384495,-0.08232824,0.02052166,0.07122590
1756066383690,0.07308834,-0.06400766,0.00177184,0.01789978,-0.00855350,-0.00776437,0.99385780,-0.08222442,0.02047205,0.07118087
1756066383701,-0.04667917,0.07589286,0.23421855,0.00899782,-0.00277877,0.00943040,0.99385852,-0.08217268,0.02045607,0.07123509
1756066383713,-0.00709947,0.09136623,0.05496435,0.02217363,-0.00780984,0.01483176,0.99386400,-0.08204186,0.02041000,0.07132260
1756066383725,0.08622798,0.12967593,0.01166412,0.00223261,-0.00462968,0.02732302,0.99385398,-0.08202858,0.02038245,0.07148517
1756066383736,0.04468901,-0.16453462,-0.22396144,0.01526195,-0.00979561,0.01166492,0.99385733,-0.08194616,0.02032955,0.07154816
1756066383747,0.00521327,-0.00795292,0.09250968,0.00174831,-0.00139399,-0.01725584,0.99386546,-0.08193611,0.02032154,0.07144894
1756066383759,0.04747805,-0.04684193,0.13151356,-0.01212782,0.00127649,0.00120548,0.99385912,-0.08200524,0.02032881,0.07145581
1756066383770,-0.04930363,-0.02900888,0.10548683,-0.02706215,0.00263079,-0.01883860,0.99385379,-0.08215949,0.02034381,0.07134843
1756066383782,0.03711147,0.03473542,0.02876518,-0.02601992,0.02042729,-0.00644783,0.99384155,-0.08231041,0.02046229,0.07131103
1756066383793,0.04149950,0.04340015,-0.01997823,-0.01346569,0.00692995,0.00124947,0.99383407,-0.08238514,0.02050075,0.07131797
1756066383804,0.08637541,0.01596344,0.03690599,0.00900982,0.01168607,-0.00141577,0.99383750,-0.08233424,0.02056677,0.07130997
1756066383815,-0.01467439,-0.03851041,-0.07404578,0.01899944,0.00733172,-0.00668064,0.99384814,-0.08222784,0.02060783,0.07127256
1756066383827,-0.04101742,-0.03816322,-0.10895119,-0.00126348,0.01069570,-0.00785361,0.99384949,-0.08223504,0.02066880,0.07122779
1756066383838,-0.01539772,-0.14585505,-0.02318251,0.00979054,0.01253911,-0.00434691,0.99385426,-0.08218070,0.02073839,0.07120367
1756066383849,0.03942498,0.21796023,0.05180338,0.00919048,0.01763302,-0.01930886,0.99386428,-0.08212878,0.02083802,0.07109457
1756066383860,0.03136927,0.05899925,-0.03005731,0.01272232,0.00063850,0.02600213,0.99385966,-0.08205753,0.02084159,0.07124018
1756066383872,0.05818226,-0.01623248,-0.05773214,-0.00488428,-0.01080668,0.02103557,0.99385013,-0.08208513,0.02078053,0.07135903
1756066383883,-0.03057486,-0.08332234,0.01470394,-0.02624114,-0.01372343,-0.00636989,0.99384208,-0.08223339,0.02070300,0.07132304
1756066383894,-0.26716595,-0.11654358,-0.03764034,-0.01820374,-0.01838770,-0.01394772,0.99384139,-0.08233351,0.02060186,0.07124633
1756066383905,-0.21605458,0.08602548,-0.17971696,-0.00031210,-0.02050140,-0.01380966,0.99384923,-0.08233527,0.02048603,0.07116831
1756066383916,0.07714486,-0.04532250,-0.05356955,0.01072102,0.00650658,0.00172546,0.99385276,-0.08227524,0.02052247,0.07117797
1756066383928,0.06001273,0.07753085,0.03301910,0.00248947,0.00173329,0.00491134,0.99385175,-0.08226142,0.02053209,0.07120523
1756066383939,0.19877504,-0.05640653,0.06302138,-0.01232784,-0.00118084,-0.00675076,0.99384888,-0.08233046,0.02052548,0.07116742
1756066383950,-0.00471823,-0.09496120,-0.03319864,-0.01414126,0.00012619,-0.03108581,0.99385491,-0.08241177,0.02052620,0.07098868
1756066383961,0.00040693,0.01728385,-0.06277442,-0.02068445,0.00412295,-0.03340816,0.99385811,-0.08252553,0.02054888,0.07080493
1756066383972,-0.06674735,0.05812684,-0.02290592,0.00512056,-0.00067427,-0.00113518,0.99386097,-0.08249737,0.02054517,0.07079869
1756066383984,-0.01392593,0.15211368,0.03172527,0.00690845,0.00795276,0.01169321,0.99385855,-0.08245799,0.02059050,0.07086534
1756066383995,-0.07427061,0.01710363,-0.16045710,0.02222977,0.01658857,0.01208991,0.99386208,-0.08233462,0.02068257,0.07093244
1756066384006,0.04619953,-0.05031153,-0.02975153,0.00733038,0.01352198,0.02046757,0.99385577,-0.08229393,0.02075761,0.07104604
1756066384017,0.05001506,-0.01458724,0.10045696,-0.00249351,0.00403086,-0.00313972,0.99385540,-0.08230802,0.02078039,0.07102830
1756066384028,0.08457930,-0.06736719,0.19258462,-0.01821884,-0.01225466,-0.01591957,0.99385474,-0.08241005,0.02071176,0.07093915
1756066384039,0.05349919,-0.07355275,0.09889100,-0.02055458,-0.01111033,-0.02075794,0.99385477,-0.08252412,0.02065010,0.07082394
1756066384051,0.04593151,0.08216173,-0.00178722,-0.01479814,-0.01092123,-0.01029427,0.99385326,-0.08260699,0.02058894,0.07076629
1756066384062,-0.04044381,0.05825659,-0.00790360,0.00103343,-0.00178979,-0.00448511,0.99385570,-0.08260131,0.02057910,0.07074162
1756066384073,-0.03998726,0.11645636,0.01821608,-0.01420834,-0.00213896,0.01876246,0.99384184,-0.08268088,0.02056712,0.07084669
1756066384084,-0.02445387,-0.01504746,-0.04091483,0.00161215,-0.00068898,0.01294533,0.99383754,-0.08267193,0.02056329,0.07091854
1756066384095,-0.10908893,-0.11561976,-0.05635858,0.00725244,-0.00349151,-0.00191883,0.99384205,-0.08263168,0.02054392,0.07090789
1756066384101,0.00478589,-0.32568893,-0.03099272,-0.00259510,-0.00895782,0.00787730,0.99384039,-0.08263894,0.02051883,0.07092995
1756066384106,-0.04323998,0.14017355,0.10453621,-0.01421621,-0.00015527,-0.01058380,0.99383920,-0.08267875,0.02051840,0.07090031
1756066384114,0.06489469,-0.08196093,0.01627133,-0.00781177,-0.00522445,-0.00646216,0.99383888,-0.08271039,0.02049724,0.07087414
1756066384125,0.00107055,0.01081304,-0.00132587,-0.00329181,-0.00057755,-0.01420163,0.99384304,-0.08272866,0.02049404,0.07079532
1756066384137,0.04619953,0.10134870,0.03047717,-0.00686347,0.00645873,-0.01103397,0.99384349,-0.08276675,0.02052988,0.07073408
1756066384148,-0.07648592,0.07543993,-0.04371343,-0.00133752,0.01165957,-0.00437213,0.99384324,-0.08277477,0.02059984,0.07070785
1756066384159,-0.02905984,-0.00309161,-0.06719381,0.01252435,0.01347414,0.01101800,0.99384312,-0.08270652,0.02067327,0.07076790
1756066384170,-0.01693171,0.03474137,-0.05995080,0.01144308,0.00685130,0.00679931,0.99384489,-0.08264415,0.02071061,0.07080496
1756066384181,0.02242123,-0.05100448,0.11139547,0.00487875,0.01913428,-0.00581337,0.99384720,-0.08261732,0.02081585,0.07077298
1756066384193,-0.08673913,-0.15036583,0.02930038,-0.01450131,-0.01002686,-0.00566324,0.99384388,-0.08269853,0.02075970,0.07074127
1756066384204,0.08067640,-0.01171942,0.09915664,-0.01342344,0.00280949,-0.02887443,0.99384875,-0.08277303,0.02077529,0.07058102
1756066384215,-0.00159097,0.02207160,0.00114053,-0.01440584,0.00971432,0.00061407,0.99384079,-0.08285226,0.02082872,0.07058439
1756066384226,-0.06125369,0.18093274,0.05017587,-0.00255012,0.01492286,0.01957308,0.99382996,-0.08286667,0.02091304,0.07069498
1756066384237,-0.01934001,0.14171197,-0.15622189,0.01832963,0.01073598,0.01548263,0.99383105,-0.08276585,0.02097208,0.07078013
1756066384248,-0.00373598,-0.07208533,-0.21160086,0.03190806,0.00671842,0.01094411,0.99384067,-0.08258876,0.02100937,0.07084087
1756066384259,0.01917139,0.00859256,0.09291180,0.01932985,-0.00541953,-0.00477068,0.99385220,-0.08248052,0.02097902,0.07081416
1756066384270,0.09550808,-0.17070287,0.14349970,0.00191988,0.00386431,0.00607904,0.99385021,-0.08246977,0.02100066,0.07084820
1756066384281,0.02197789,-0.01650651,0.08562010,-0.01464044,-0.00440920,-0.01928013,0.99385159,-0.08255029,0.02097641,0.07074216
1756066384292,0.06798653,-0.14129117,0.00992377,-0.01576577,0.00332526,0.00053570,0.99384372,-0.08263779,0.02099487,0.07074513
1756066384304,0.09468617,0.03257981,-0.03880725,-0.01683634,0.01432957,-0.00602506,0.99383658,-0.08273207,0.02107511,0.07071139
1756066384315,-0.00553296,0.02221320,0.00954853,-0.00406096,0.00445097,-0.00735058,0.99383707,-0.08275441,0.02109959,0.07067097
1756066384326,-0.11347827,0.13057402,-0.05187110,0.00589293,0.00082284,-0.01227713,0.99384481,-0.08272052,0.02110432,0.07060037
1756066384337,-0.12339024,-0.01103241,-0.10311248,0.01775218,-0.00014839,-0.00494271,0.99385461,-0.08262555,0.02110353,0.07057393
1756066384348,0.07739783,0.11399327,0.01738388,0.01530383,0.01348758,-0.00729614,0.99386295,-0.08254061,0.02117839,0.07053343
1756066384359,-0.02696988,-0.10413034,0.14004987,-0.00111965,0.01092518,0.00176804,0.99386044,-0.08254683,0.02123902,0.07054325
1756066384370,-0.02135458,0.05549366,0.07284359,-0.01928460,0.01931352,-0.00179383,0.99384986,-0.08265482,0.02134718,0.07053320
1756066384381,0.14224625,-0.06445948,0.02252745,-0.01076835,0.02311407,0.00830353,0.99383885,-0.08271458,0.02147546,0.07057929
1756066384392,-0.04281317,-0.03277506,-0.06555011,-0.00124186,0.00836649,-0.01004008,0.99384123,-0.08272148,0.02152189,0.07052356
1756066384404,-0.10642823,0.06022870,0.00774023,-0.03534292,0.00783224,-0.01684724,0.99383057,-0.08291763,0.02156536,0.07043006
1756066384415,0.01209412,-0.03120282,-0.06748517,-0.04696739,-0.00846130,-0.01982882,0.99381760,-0.08317830,0.02151840,0.07032001
1756066384426,0.06527092,0.11499732,-0.09985733,-0.01776312,0.00568875,0.00914437,0.99380496,-0.08327777,0.02155026,0.07037122
1756066384437,-0.00617070,-0.01500452,-0.12755711,0.00311627,0.00348367,-0.02183340,0.99381447,-0.08326063,0.02156942,0.07025114
1756066384448,-0.07546619,-0.21726751,-0.10300449,0.01810982,-0.00656731,-0.00741586,0.99382659,-0.08316012,0.02153297,0.07020998
1756066384459,0.04765082,0.09772046,0.04257129,0.01103008,0.01599377,-0.01308662,0.99383491,-0.08309891,0.02162174,0.07013735
1756066384470,-0.03420222,-0.07241123,0.04001014,0.02722106,0.00697831,0.01229626,0.99384193,-0.08294647,0.02166082,0.07020621
1756066384481,0.07483787,0.09731936,0.05004732,0.01580681,0.00990912,0.02605026,0.99383786,-0.08285953,0.02171532,0.07034948
1756066384492,-0.09226272,-0.05627502,0.04524519,0.00831481,0.00021519,0.00544408,0.99383954,-0.08281338,0.02171651,0.07037970
1756066384504,0.05043247,-0.00592612,-0.00846588,-0.00848635,0.00400369,-0.00723764,0.99383797,-0.08286048,0.02173873,0.07033953
1756066384515,0.13892733,0.00147607,0.02832711,-0.01800241,0.00370512,-0.01205721,0.99383385,-0.08296220,0.02175966,0.07027141
1756066384526,-0.01540902,-0.06387022,0.01383422,-0.02845648,-0.01447801,-0.00996267,0.99382639,-0.08311871,0.02168003,0.07021661
1756066384537,0.09758083,-0.16666572,0.00220113,-0.02521850,-0.01230672,-0.03910494,0.99383147,-0.08325867,0.02161173,0.06999958
1756066384548,-0.04535294,0.13702634,0.10521882,-0.03583113,0.04340799,-0.02936479,0.99382099,-0.08345753,0.02185265,0.06983660
1756066384559,0.04849741,0.16653599,0.12456940,0.00139617,0.01131514,0.02056761,0.99381223,-0.08344978,0.02191545,0.06995075
1756066384570,-0.20964362,0.11530177,-0.17276959,-0.00026527,0.01227003,0.00487383,0.99380872,-0.08345124,0.02198293,0.06997756
1756066384581,0.03701964,-0.10721657,-0.13264867,0.00803833,0.05797821,-0.02711165,0.99381595,-0.08340623,0.02230761,0.06982574
1756066384592,0.00495427,0.04834299,-0.05244527,-0.00193054,-0.00167467,0.01245665,0.99381040,-0.08341694,0.02229831,0.06989487
1756066384603,0.17826728,0.02056000,0.02104376,-0.02910972,0.01354098,0.00680742,0.99379248,-0.08357850,0.02237347,0.06993265
1756066384615,0.08042588,-0.15395811,-0.01548047,-0.00107586,-0.00776325,-0.01130943,0.99379736,-0.08358447,0.02233038,0.06986988
1756066384626,0.08557671,-0.13772495,-0.07802973,-0.01925175,-0.01414480,-0.01369844,0.99379545,-0.08369228,0.02225117,0.06979317
1756066384637,-0.05787175,-0.05799490,0.19506975,-0.06038303,-0.02586111,-0.03453863,0.99378393,-0.08402439,0.02210893,0.06960321
1756066384648,0.03824599,0.00002969,0.14713702,-0.02980983,0.00469710,-0.02359687,0.99377851,-0.08418983,0.02213500,0.06947225
1756066384659,-0.07471297,0.14452883,-0.22017644,-0.01346682,-0.01371985,0.01314763,0.99376859,-0.08426592,0.02205749,0.06954653
1756066384670,-0.06326507,0.07757573,-0.24801073,0.03041514,-0.00013811,-0.00837742,0.99378615,-0.08409712,0.02205672,0.06950004
1756066384681,0.16726667,0.04168575,0.00999846,0.00169656,0.01295879,0.03729851,0.99377099,-0.08408779,0.02212799,0.06970518
1756066384693,-0.31342099,-0.04162828,0.12956019,-0.04051039,0.00105570,-0.04131155,0.99376781,-0.08431667,0.02213396,0.06947177
1756066384704,-0.10486939,-0.21043299,-0.00378605,-0.00279051,-0.03939630,-0.02806324,0.99378209,-0.08433202,0.02191728,0.06931742
1756066384715,0.29161942,0.21255706,-0.00886681,-0.03591234,0.01488063,0.00826270,0.99376033,-0.08452954,0.02199912,0.06936287
1756066384726,-0.18723860,-0.08067647,-0.05626381,0.02826528,-0.01332913,-0.00796917,0.99377854,-0.08437125,0.02192448,0.06931824
1756066384737,0.04650512,0.11834201,0.08255314,-0.00726040,0.01400989,0.00465866,0.99377160,-0.08441155,0.02200223,0.06934409
1756066384748,-0.09790543,0.02466996,0.00304658,-0.01361433,-0.00299818,-0.00886588,0.99376900,-0.08448642,0.02198574,0.06929533
1756066384759,0.07115180,-0.06400140,0.04587502,0.00959472,0.00083408,-0.00111953,0.99377395,-0.08443221,0.02199046,0.06928901
1756066384770,-0.01373396,0.08852966,-0.02200354,0.00059322,-0.00960444,0.00969127,0.99377167,-0.08442895,0.02193763,0.06934231
1756066384781,0.08040828,0.00425383,0.04150481,-0.00417352,-0.01636782,0.00344460,0.99377037,-0.08445211,0.02184679,0.06936143
1756066384792,0.01257788,-0.11041929,0.08562635,-0.01705146,-0.01771971,-0.00140847,0.99376503,-0.08454675,0.02174845,0.06935361
1756066384803,0.08076942,-0.20538026,-0.04707554,-0.00596881,0.01383622,-0.01248208,0.99376536,-0.08458018,0.02182593,0.06928371
1756066384815,-0.14620059,0.13660089,-0.07561846,-0.00859444,-0.00138437,-0.01158792,0.99376595,-0.08462787,0.02181824,0.06921940
1756066384826,-0.02022446,0.06383151,0.03265365,0.00672430,0.02468433,-0.00144634,0.99376668,-0.08459022,0.02195648,0.06921130
1756066384837,-0.10966781,0.07488295,0.07370974,0.00559232,0.01339589,0.00384516,0.99376617,-0.08455834,0.02203283,0.06923321
1756066384848,0.03636393,0.10363908,0.04405320,0.00797872,0.01100695,-0.00733412,0.99377123,-0.08451566,0.02209172,0.06919398
1756066384859,0.04077978,-0.04106009,0.18485914,-0.01514672,-0.00776745,0.01393744,0.99375964,-0.08459972,0.02204861,0.06927133
1756066384870,0.08502164,-0.05877741,0.13279340,-0.01435666,0.00138286,-0.00726086,0.99375550,-0.08467940,0.02205629,0.06923103
1756066384881,-0.10787952,-0.03325882,-0.10231623,-0.01650561,-0.01773734,-0.01367825,0.99375515,-0.08477101,0.02195784,0.06915512
1756066384893,0.06518209,-0.02740651,-0.11385115,-0.00904725,0.00111295,-0.01288916,0.99375571,-0.08482167,0.02196408,0.06908294
1756066384904,-0.06202014,0.00346518,0.01715637,-0.00209119,0.01949293,-0.00258071,0.99375332,-0.08483328,0.02207226,0.06906861
1756066384915,-0.08804517,0.06313129,0.07861176,0.01304715,0.01484445,0.01891271,0.99375036,-0.08476086,0.02215465,0.06917358
1756066384926,-0.01233600,0.04861835,-0.05369788,-0.00471197,0.00655149,-0.00332416,0.99374860,-0.08478702,0.02219101,0.06915513
1756066384937,0.02980588,-0.19128157,-0.06616560,0.02309648,0.03426542,-0.00387912,0.99375684,-0.08465768,0.02238290,0.06913341
1756066384948,-0.04402357,0.20651314,-0.01103025,0.01856856,-0.00102860,-0.00122725,0.99376605,-0.08455648,0.02237729,0.06912672
1756066384959,0.09321181,0.10252984,0.03282995,0.00066782,-0.02513771,-0.00023942,0.99376962,-0.08455274,0.02223652,0.06912538
1756066384970,0.06036368,-0.28969405,0.04374183,0.00940516,-0.02062065,-0.00071551,0.99377689,-0.08450054,0.02212207,0.06912141
1756066384981,0.02576047,0.07498352,0.07691858,-0.03452516,-0.02764198,0.00355513,0.99376261,-0.08469215,0.02196866,0.06914114
1756066384992,0.00255026,-0.05246716,0.04411111,-0.01653657,-0.02593625,-0.00106439,0.99375833,-0.08478476,0.02182342,0.06913518
1756066385004,-0.04280125,0.00941658,-0.02709742,-0.02553535,-0.01138750,-0.01519337,0.99375352,-0.08492520,0.02176079,0.06905161
1756066385015,-0.06641937,0.07426174,-0.00070843,-0.01925785,0.01556193,-0.01133092,0.99374679,-0.08503305,0.02184793,0.06898816
1756066385026,0.00961503,0.13208581,-0.07818147,0.00180799,0.00184984,-0.01045454,0.99375157,-0.08502274,0.02185848,0.06892857
1756066385037,-0.09236750,-0.06953664,-0.14050351,0.01695157,-0.00291798,-0.02641727,0.99376980,-0.08493035,0.02184258,0.06878460
1756066385048,-0.05935416,-0.01224530,-0.00796010,0.01289466,0.00138770,-0.00964679,0.99377954,-0.08485814,0.02185035,0.06873057
1756066385059,0.00209014,0.14527644,0.10817066,0.01018056,-0.00677976,0.01382331,0.99377988,-0.08480062,0.02181204,0.06880868
1756066385071,0.08112431,0.03218795,-0.03179452,0.02702082,-0.00914616,0.04523484,0.99377640,-0.08465201,0.02176174,0.06905747
1756066385082,-0.00837353,0.02969106,-0.08041708,0.06396948,-0.01022724,0.07296961,0.99377959,-0.08429698,0.02170498,0.06946245
1756066385104,0.08275488,-0.13583195,0.05987341,-0.00255816,-0.00186745,0.00063224,0.99377710,-0.08432589,0.02168387,0.06946959
1756066385115,0.05219418,-0.29624947,0.10636512,-0.00690293,-0.00219744,-0.04067562,0.99378964,-0.08436351,0.02167190,0.06924791
1756066385126,-0.06160795,0.12559483,0.05167471,-0.03663912,-0.00071422,-0.02506741,0.99378199,-0.08457052,0.02166786,0.06910628
1756066385137,-0.19197965,0.03058955,-0.09803084,-0.00955245,0.00348289,-0.02283560,0.99378587,-0.08462353,0.02168719,0.06897954
1756066385148,0.03261148,0.12598279,-0.09195440,0.00242465,0.00189628,-0.01013508,0.99379060,-0.08461032,0.02169753,0.06892431
1756066385160,0.00868490,0.17518289,-0.00382213,0.00364377,-0.00434845,0.02546520,0.99378290,-0.08458973,0.02167296,0.06906818
1756066385171,0.04911496,0.03863910,-0.05626226,0.02975709,-0.00289275,0.04288681,0.99378072,-0.08442458,0.02165690,0.06930621
1756066385182,0.03579859,0.00701459,0.03918494,0.01724253,-0.00310007,0.03045038,0.99377742,-0.08432889,0.02163970,0.06947521
1756066385193,-0.03276374,-0.14438901,0.04478258,-0.00155743,-0.00726925,0.00113676,0.99377712,-0.08433768,0.02159863,0.06948163
1756066385204,0.07507336,-0.25789146,0.02835604,-0.02279418,0.00458883,0.00106977,0.99376561,-0.08446191,0.02162364,0.06948746
1756066385215,-0.05882014,0.00154537,-0.15879869,-0.02522001,-0.00003697,-0.01488270,0.99375943,-0.08460315,0.02162343,0.06940412
1756066385226,-0.02189467,0.07842387,-0.07091256,-0.01184126,0.01544371,-0.02113295,0.99376015,-0.08466886,0.02170914,0.06928683
1756066385237,-0.03949013,0.11222524,-0.01054431,-0.00827585,0.00885036,-0.00530076,0.99375724,-0.08471438,0.02175782,0.06925767
1756066385249,0.06594852,-0.07129197,-0.07688163,0.00426450,-0.00213316,-0.00701050,0.99376227,-0.08469050,0.02174587,0.06921842
1756066385260,0.04894195,-0.05642579,0.02304548,0.00829684,-0.00245106,-0.00254391,0.99376752,-0.08464404,0.02173215,0.06920417
1756066385271,0.00641636,0.02212899,0.10613235,0.00020024,-0.01759383,-0.00461417,0.99377153,-0.08464293,0.02163450,0.06917856
1756066385282,0.04612359,-0.06851805,0.00288903,0.00185673,-0.01640707,-0.01448082,0.99377990,-0.08463271,0.02154426,0.06909892
