UnixTime(ms),PosX,PosY,PosZ,OrientX,OrientY,OrientZ,OrientW
1756066402544,0.21106277,1.10074833,-0.01059952,0.00578947,0.12234238,-0.01670665,0.99233044
1756066402557,0.21105476,1.10075450,-0.01062399,0.00579748,0.12233839,-0.01662059,0.99233233
1756066402566,0.21103986,1.10074601,-0.01067591,0.00573945,0.12235458,-0.01649057,0.99233285
1756066402577,0.21101587,1.10073021,-0.01073220,0.00570838,0.12235403,-0.01647985,0.99233327
1756066402589,0.21099059,1.10070992,-0.01078758,0.00560448,0.12240300,-0.01648812,0.99232769
1756066402599,0.21098672,1.10070339,-0.01081437,0.00559008,0.12246213,-0.01656680,0.99231916
1756066402611,0.21098034,1.10069916,-0.01083255,0.00557019,0.12247220,-0.01657624,0.99231787
1756066402622,0.21097876,1.10069469,-0.01084262,0.00557727,0.12245749,-0.01655013,0.99232008
1756066402633,0.21097867,1.10068882,-0.01085693,0.00554870,0.12238993,-0.01656194,0.99232838
1756066402644,0.21098347,1.10067484,-0.01086482,0.00546826,0.12236345,-0.01658711,0.99233167
1756066402655,0.21097989,1.10066253,-0.01086277,0.00531801,0.12231304,-0.01665070,0.99233764
1756066402666,0.21097456,1.10064280,-0.01083001,0.00521124,0.12231500,-0.01668469,0.99233739
1756066402677,0.21096627,1.10062873,-0.01079178,0.00516129,0.12232579,-0.01663926,0.99233709
1756066402688,0.21095760,1.10062608,-0.01075676,0.00518930,0.12230927,-0.01654128,0.99234062
1756066402700,0.21095495,1.10063618,-0.01075011,0.00528915,0.12229579,-0.01650461,0.99234236
1756066402711,0.21095513,1.10063848,-0.01073995,0.00531383,0.12227507,-0.01643582,0.99234592
1756066402722,0.21095420,1.10063341,-0.01071686,0.00527438,0.12224982,-0.01645706,0.99234889
1756066402733,0.21094836,1.10062024,-0.01069364,0.00521342,0.12224048,-0.01648396,0.99234992
1756066402744,0.21094574,1.10060659,-0.01067194,0.00514402,0.12231726,-0.01648814,0.99234075
1756066402755,0.21093483,1.10059243,-0.01064739,0.00512358,0.12242342,-0.01639180,0.99232936
1756066402766,0.21087067,1.10057834,-0.01065433,0.00513338,0.12246052,-0.01634074,0.99232558
1756066402777,0.21081267,1.10055432,-0.01067662,0.00519731,0.12246673,-0.01627161,0.99232561
1756066402788,0.21076532,1.10053447,-0.01068714,0.00525681,0.12246191,-0.01628288,0.99232571
1756066402800,0.21076055,1.10053259,-0.01066941,0.00530488,0.12245316,-0.01629872,0.99232627
1756066402811,0.21075936,1.10054022,-0.01065311,0.00527263,0.12247990,-0.01625937,0.99232379
1756066402822,0.21075566,1.10054463,-0.01064605,0.00535084,0.12251120,-0.01624431,0.99231976
1756066402833,0.21075307,1.10055503,-0.01063412,0.00536620,0.12259201,-0.01614005,0.99231139
1756066402844,0.21074228,1.10056734,-0.01062813,0.00542575,0.12262645,-0.01613548,0.99230689
1756066402855,0.21074732,1.10056973,-0.01063246,0.00543431,0.12266845,-0.01610461,0.99230215
1756066402866,0.21078299,1.10056403,-0.01064470,0.00535726,0.12269911,-0.01610614,0.99229876
1756066402878,0.21082254,1.10055268,-0.01065919,0.00529221,0.12268393,-0.01618987,0.99229962
1756066402889,0.21085639,1.10054076,-0.01067263,0.00518794,0.12271588,-0.01621390,0.99229583
1756066402900,0.21085171,1.10053352,-0.01067516,0.00507980,0.12274250,-0.01625430,0.99229243
1756066402911,0.21084367,1.10053000,-0.01067862,0.00507632,0.12280960,-0.01626711,0.99228394
1756066402922,0.21083651,1.10053599,-0.01069352,0.00514581,0.12283939,-0.01625387,0.99228011
1756066402933,0.21083568,1.10054296,-0.01071194,0.00517242,0.12285761,-0.01620898,0.99227845
1756066402944,0.21084155,1.10053948,-0.01071724,0.00516996,0.12289195,-0.01619305,0.99227447
1756066402955,0.21083595,1.10052809,-0.01072249,0.00516511,0.12285664,-0.01622692,0.99227831
1756066402966,0.21077950,1.10052067,-0.01074034,0.00504557,0.12283197,-0.01626048,0.99228143
1756066402977,0.21073432,1.10050189,-0.01075557,0.00495988,0.12282983,-0.01631502,0.99228124
1756066402989,0.21069212,1.10047758,-0.01076883,0.00485874,0.12281044,-0.01640871,0.99228259
1756066403000,0.21069424,1.10044977,-0.01076823,0.00470672,0.12281968,-0.01654345,0.99227994
1756066403011,0.21069257,1.10042801,-0.01077029,0.00460890,0.12280127,-0.01672875,0.99227958
1756066403022,0.21069576,1.10041130,-0.01076746,0.00456447,0.12288414,-0.01671313,0.99226978
1756066403033,0.21069376,1.10040891,-0.01075524,0.00453166,0.12290727,-0.01667420,0.99226772
1756066403044,0.21069036,1.10041481,-0.01075059,0.00456081,0.12295573,-0.01653316,0.99226395
1756066403055,0.21068485,1.10041943,-0.01076093,0.00463979,0.12300659,-0.01642981,0.99225899
1756066403066,0.21069263,1.10042161,-0.01078886,0.00469276,0.12302734,-0.01643960,0.99225601
1756066403078,0.21070774,1.10043243,-0.01080728,0.00466285,0.12303372,-0.01644712,0.99225524
1756066403089,0.21071197,1.10043499,-0.01081273,0.00465604,0.12302682,-0.01643266,0.99225636
1756066403100,0.21069632,1.10044169,-0.01080465,0.00463738,0.12305092,-0.01640329,0.99225395
1756066403112,0.21067573,1.10045654,-0.01080438,0.00467563,0.12305356,-0.01635323,0.99225427
1756066403122,0.21065761,1.10047019,-0.01080510,0.00472429,0.12311780,-0.01625307,0.99224771
1756066403133,0.21063279,1.10049021,-0.01080567,0.00484115,0.12313737,-0.01623555,0.99224501
1756066403144,0.21060796,1.10051039,-0.01080599,0.00482435,0.12313652,-0.01615315,0.99224654
1756066403155,0.21058412,1.10051727,-0.01080295,0.00480359,0.12319974,-0.01609908,0.99223967
1756066403166,0.21052055,1.10052672,-0.01082379,0.00477835,0.12319604,-0.01604887,0.99224107
1756066403177,0.21046291,1.10052991,-0.01085359,0.00467653,0.12324251,-0.01600960,0.99223642
1756066403188,0.21040772,1.10051385,-0.01088277,0.00461357,0.12326196,-0.01601687,0.99223418
1756066403200,0.21038403,1.10049817,-0.01088077,0.00445429,0.12326320,-0.01601188,0.99223483
1756066403211,0.21036665,1.10047960,-0.01087973,0.00436961,0.12327780,-0.01600734,0.99223347
1756066403222,0.21035631,1.10046890,-0.01088962,0.00435216,0.12329160,-0.01604588,0.99223121
1756066403233,0.21033831,1.10046268,-0.01090276,0.00434859,0.12328939,-0.01609254,0.99223074
1756066403244,0.21033315,1.10045579,-0.01091227,0.00429554,0.12333536,-0.01601951,0.99222644
1756066403255,0.21031992,1.10044256,-0.01092181,0.00429103,0.12330737,-0.01596299,0.99223085
1756066403266,0.21032090,1.10043064,-0.01094139,0.00425376,0.12331774,-0.01590639,0.99223063
1756066403277,0.21032442,1.10041061,-0.01097113,0.00422818,0.12330396,-0.01589659,0.99223261
1756066403289,0.21032439,1.10039088,-0.01098898,0.00414580,0.12328162,-0.01589561,0.99223575
1756066403300,0.21031542,1.10037568,-0.01098770,0.00404980,0.12322388,-0.01585797,0.99224392
1756066403311,0.21030714,1.10035622,-0.01098919,0.00395355,0.12320913,-0.01589260,0.99224559
1756066403322,0.21030350,1.10033628,-0.01099288,0.00389709,0.12323487,-0.01597281,0.99224133
1756066403333,0.21029516,1.10033065,-0.01099646,0.00379400,0.12323887,-0.01593261,0.99224187
1756066403344,0.21029510,1.10033235,-0.01099426,0.00378601,0.12327742,-0.01591550,0.99223739
1756066403355,0.21028836,1.10033435,-0.01100281,0.00382917,0.12328579,-0.01585569,0.99223714
1756066403366,0.21026348,1.10033530,-0.01103345,0.00387201,0.12327885,-0.01582054,0.99223840
1756066403377,0.21024074,1.10033897,-0.01106024,0.00389499,0.12330417,-0.01575192,0.99223626
1756066403388,0.21021684,1.10035035,-0.01108062,0.00384571,0.12334101,-0.01563986,0.99223364
1756066403400,0.21020739,1.10036886,-0.01108837,0.00388178,0.12342609,-0.01560187,0.99222352
1756066403411,0.21019675,1.10039008,-0.01110402,0.00394367,0.12349731,-0.01558309,0.99221471
1756066403422,0.21018563,1.10040912,-0.01112485,0.00400461,0.12353293,-0.01566625,0.99220872
1756066403433,0.21018432,1.10041702,-0.01114225,0.00399857,0.12355819,-0.01576319,0.99220406
1756066403444,0.21018855,1.10041532,-0.01114792,0.00394341,0.12354601,-0.01590804,0.99220349
1756066403455,0.21019526,1.10040653,-0.01114812,0.00387452,0.12353363,-0.01603063,0.99220333
1756066403466,0.21020441,1.10040098,-0.01113170,0.00387648,0.12357975,-0.01611446,0.99219622
1756066403477,0.21021037,1.10041088,-0.01111540,0.00389044,0.12362026,-0.01604270,0.99219228
1756066403488,0.21022509,1.10042158,-0.01109904,0.00399045,0.12367857,-0.01584894,0.99218773
1756066403500,0.21022142,1.10043657,-0.01109442,0.00403424,0.12358397,-0.01578049,0.99220043
1756066403511,0.21022947,1.10044253,-0.01108763,0.00397721,0.12354304,-0.01581939,0.99220514
1756066403522,0.21023707,1.10043749,-0.01106611,0.00388052,0.12348341,-0.01586138,0.99221228
1756066403533,0.21024092,1.10042888,-0.01103714,0.00381496,0.12347188,-0.01589736,0.99221339
1756066403544,0.21023877,1.10042658,-0.01100773,0.00377754,0.12354342,-0.01585693,0.99220528
1756066403555,0.21022953,1.10042891,-0.01098537,0.00378308,0.12359945,-0.01572383,0.99220040
1756066403566,0.21019350,1.10041553,-0.01099375,0.00390068,0.12364754,-0.01568275,0.99219460
1756066403577,0.21016096,1.10041031,-0.01101077,0.00404172,0.12368145,-0.01564798,0.99219036
1756066403589,0.21014316,1.10040691,-0.01102012,0.00417449,0.12367051,-0.01558622,0.99219214
1756066403600,0.21015428,1.10041201,-0.01100644,0.00424956,0.12364863,-0.01556474,0.99219489
1756066403611,0.21017019,1.10040751,-0.01098576,0.00424291,0.12363855,-0.01564855,0.99219485
1756066403622,0.21018218,1.10039750,-0.01096922,0.00425926,0.12362633,-0.01572948,0.99219503
1756066403633,0.21019159,1.10039261,-0.01096848,0.00427217,0.12360351,-0.01575668,0.99219738
1756066403644,0.21021111,1.10039344,-0.01096058,0.00423370,0.12365911,-0.01569522,0.99219159
1756066403655,0.21022941,1.10039204,-0.01095229,0.00422108,0.12364803,-0.01566133,0.99219356
1756066403667,0.21026246,1.10036039,-0.01097301,0.00418196,0.12367455,-0.01563856,0.99219078
1756066403677,0.21029733,1.10031989,-0.01100343,0.00409859,0.12366281,-0.01567770,0.99219198
1756066403689,0.21032380,1.10027206,-0.01103505,0.00401184,0.12363124,-0.01585031,0.99219352
1756066403700,0.21034430,1.10025275,-0.01104411,0.00379952,0.12362130,-0.01600393,0.99219313
1756066403711,0.21036623,1.10023767,-0.01105264,0.00374791,0.12360563,-0.01602061,0.99219501
1756066403722,0.21038274,1.10023290,-0.01106098,0.00374960,0.12360491,-0.01607716,0.99219418
1756066403733,0.21040435,1.10023239,-0.01107752,0.00376051,0.12361285,-0.01602340,0.99219402
1756066403744,0.21042611,1.10022959,-0.01109207,0.00374921,0.12359364,-0.01604263,0.99219615
1756066403755,0.21044074,1.10021347,-0.01110417,0.00365461,0.12350666,-0.01609209,0.99220653
1756066403766,0.21044149,1.10016927,-0.01111737,0.00354971,0.12345898,-0.01614600,0.99221197
1756066403777,0.21043529,1.10011849,-0.01112834,0.00345625,0.12339347,-0.01617917,0.99221991
1756066403788,0.21043746,1.10008532,-0.01113635,0.00341696,0.12337055,-0.01621145,0.99222236
1756066403800,0.21044262,1.10008079,-0.01114970,0.00352182,0.12337220,-0.01628861,0.99222053
1756066403811,0.21045689,1.10008717,-0.01116210,0.00364638,0.12342464,-0.01626038,0.99221402
1756066403822,0.21047084,1.10009307,-0.01116386,0.00370511,0.12343435,-0.01620013,0.99221358
1756066403833,0.21048932,1.10009387,-0.01115993,0.00367965,0.12343493,-0.01624097,0.99221294
1756066403844,0.21050169,1.10007781,-0.01116434,0.00360104,0.12339677,-0.01634979,0.99221618
1756066403855,0.21051867,1.10006264,-0.01116467,0.00351089,0.12335374,-0.01649289,0.99221949
1756066403866,0.21052293,1.10007268,-0.01117620,0.00342271,0.12332933,-0.01662421,0.99222064
1756066403878,0.21052365,1.10008699,-0.01118898,0.00345394,0.12336010,-0.01661639,0.99221684
1756066403889,0.21052630,1.10010955,-0.01120436,0.00354531,0.12336547,-0.01645944,0.99221846
1756066403900,0.21053262,1.10011956,-0.01120481,0.00360946,0.12336451,-0.01635599,0.99222006
1756066403911,0.21053790,1.10012871,-0.01120463,0.00359671,0.12332580,-0.01635830,0.99222488
1756066403922,0.21054597,1.10013703,-0.01120502,0.00359681,0.12322980,-0.01639207,0.99223625
1756066403933,0.21056615,1.10014835,-0.01119983,0.00359038,0.12314905,-0.01637273,0.99224662
1756066403944,0.21058683,1.10015929,-0.01119518,0.00356760,0.12305952,-0.01634145,0.99225832
1756066403955,0.21059950,1.10016996,-0.01119956,0.00345524,0.12294380,-0.01635860,0.99227278
1756066403966,0.21060152,1.10014290,-0.01122597,0.00341027,0.12292989,-0.01634270,0.99227493
1756066403977,0.21059646,1.10011405,-0.01125020,0.00329954,0.12289982,-0.01637075,0.99227856
1756066403989,0.21059604,1.10008633,-0.01126617,0.00319665,0.12289526,-0.01637674,0.99227937
1756066404000,0.21060739,1.10007450,-0.01126632,0.00316326,0.12292497,-0.01646388,0.99227435
1756066404011,0.21061547,1.10007107,-0.01127583,0.00304346,0.12287451,-0.01641426,0.99228180
1756066404022,0.21063147,1.10007167,-0.01127273,0.00329379,0.12305520,-0.01645987,0.99225785
1756066404033,0.21063350,1.10009935,-0.01127797,0.00356968,0.12305668,-0.01609529,0.99226269
1756066404044,0.21063624,1.10013464,-0.01129085,0.00383549,0.12320993,-0.01616834,0.99224150
1756066404055,0.21062483,1.10016024,-0.01129282,0.00395829,0.12325264,-0.01636054,0.99223256
1756066404066,0.21063350,1.10018849,-0.01124838,0.00406974,0.12324355,-0.01631156,0.99223404
1756066404077,0.21064369,1.10021377,-0.01118556,0.00419651,0.12324286,-0.01629876,0.99223381
1756066404089,0.21066652,1.10022038,-0.01113346,0.00437163,0.12333782,-0.01602736,0.99222568
1756066404100,0.21065722,1.10018635,-0.01109213,0.00421658,0.12344980,-0.01611861,0.99221094
1756066404111,0.21066843,1.10016179,-0.01106620,0.00390157,0.12344377,-0.01639921,0.99220838
1756066404122,0.21069027,1.10014302,-0.01105079,0.00375650,0.12340896,-0.01632376,0.99221452
1756066404133,0.21073554,1.10012794,-0.01102200,0.00364040,0.12332635,-0.01614366,0.99222817
1756066404144,0.21078385,1.10012972,-0.01098475,0.00359844,0.12334083,-0.01625042,0.99222478
1756066404155,0.21080939,1.10013103,-0.01095885,0.00370333,0.12328802,-0.01623445,0.99223122
1756066404166,0.21080358,1.10015547,-0.01095760,0.00366888,0.12336062,-0.01633640,0.99222065
1756066404178,0.21078204,1.10016888,-0.01095843,0.00375040,0.12342947,-0.01634608,0.99221162
1756066404189,0.21076174,1.10018501,-0.01095378,0.00374551,0.12358185,-0.01629347,0.99219354
1756066404200,0.21075623,1.10020277,-0.01093963,0.00375376,0.12377585,-0.01615621,0.99217157
1756066404211,0.21077661,1.10021219,-0.01093286,0.00396037,0.12387498,-0.01577339,0.99216455
1756066404223,0.21076341,1.10021761,-0.01093373,0.00394096,0.12385902,-0.01598235,0.99216328
1756066404233,0.21076883,1.10020643,-0.01092979,0.00376309,0.12407944,-0.01626834,0.99213178
1756066404244,0.21075039,1.10017937,-0.01092008,0.00377423,0.12399577,-0.01663085,0.99213619
1756066404255,0.21075024,1.10014611,-0.01092348,0.00353217,0.12403732,-0.01685784,0.99212806
1756066404266,0.21075077,1.10011506,-0.01090333,0.00328200,0.12421694,-0.01706454,0.99210291
1756066404277,0.21075548,1.10008734,-0.01088873,0.00330351,0.12418992,-0.01694571,0.99210826
1756066404289,0.21077771,1.10007298,-0.01087138,0.00326701,0.12437337,-0.01694160,0.99208547
1756066404300,0.21078078,1.10007885,-0.01084378,0.00317863,0.12439945,-0.01694032,0.99208251
1756066404311,0.21079428,1.10008916,-0.01082000,0.00301009,0.12437461,-0.01704020,0.99208444
1756066404322,0.21081759,1.10005575,-0.01081640,0.00298053,0.12447192,-0.01698711,0.99207323
1756066404333,0.21082164,1.10002816,-0.01079711,0.00288841,0.12450095,-0.01732942,0.99206394
1756066404345,0.21081655,1.10001460,-0.01077390,0.00287540,0.12464243,-0.01768372,0.99203996
1756066404355,0.21081434,1.10000148,-0.01075110,0.00280026,0.12478016,-0.01754807,0.99202527
1756066404367,0.21080936,1.10000005,-0.01072502,0.00298587,0.12483443,-0.01755358,0.99201780
1756066404378,0.21079569,1.10002047,-0.01070476,0.00319951,0.12485490,-0.01759567,0.99201382
1756066404389,0.21078850,1.10006079,-0.01068762,0.00334899,0.12498895,-0.01772691,0.99199410
1756066404400,0.21080433,1.10010380,-0.01067102,0.00370345,0.12499335,-0.01759203,0.99199469
1756066404411,0.21082093,1.10014781,-0.01064610,0.00390600,0.12490767,-0.01749256,0.99200646
1756066404422,0.21083607,1.10019055,-0.01062366,0.00396410,0.12494552,-0.01761155,0.99199936
1756066404433,0.21085514,1.10022354,-0.01060128,0.00416068,0.12503136,-0.01746734,0.99199029
1756066404444,0.21085508,1.10026437,-0.01057538,0.00427020,0.12495993,-0.01748878,0.99199845
1756066404455,0.21085389,1.10030624,-0.01055774,0.00447716,0.12510378,-0.01754423,0.99197843
1756066404466,0.21082254,1.10030469,-0.01057073,0.00523686,0.12472534,-0.01735754,0.99202565
1756066404478,0.21079256,1.10031807,-0.01056919,0.00445137,0.12534207,-0.01771819,0.99194537
1756066404489,0.21080320,1.10034189,-0.01050717,0.00453196,0.12515430,-0.01763656,0.99197017
1756066404500,0.21077932,1.10033536,-0.01047090,0.00466799,0.12494311,-0.01768421,0.99199531
1756066404511,0.21078266,1.10035062,-0.01048580,0.00464099,0.12518168,-0.01777117,0.99196381
1756066404522,0.21077310,1.10035679,-0.01050791,0.00472324,0.12520381,-0.01771314,0.99196166
1756066404533,0.21077229,1.10037354,-0.01049575,0.00466689,0.12520460,-0.01766377,0.99196271
1756066404544,0.21078829,1.10038087,-0.01046994,0.00452378,0.12523191,-0.01750383,0.99196276
1756066404555,0.21079127,1.10038108,-0.01046273,0.00441093,0.12517014,-0.01753659,0.99197049
1756066404566,0.21077989,1.10036054,-0.01045215,0.00436498,0.12510295,-0.01760946,0.99197788
1756066404578,0.21075492,1.10031709,-0.01044387,0.00431491,0.12497776,-0.01776356,0.99199113
1756066404589,0.21073203,1.10027620,-0.01041842,0.00403995,0.12504788,-0.01776641,0.99198340
1756066404600,0.21073242,1.10024846,-0.01039723,0.00400542,0.12511226,-0.01770863,0.99197645
1756066404611,0.21072803,1.10024548,-0.01038593,0.00400508,0.12516854,-0.01771736,0.99196920
1756066404622,0.21073003,1.10024732,-0.01038903,0.00406124,0.12524500,-0.01762696,0.99196093
1756066404633,0.21072005,1.10024041,-0.01039249,0.00411049,0.12528988,-0.01753367,0.99195671
1756066404644,0.21071269,1.10023034,-0.01038519,0.00401604,0.12530495,-0.01747238,0.99195628
1756066404655,0.21071632,1.10021800,-0.01037917,0.00393873,0.12524851,-0.01745763,0.99196397
1756066404666,0.21072437,1.10020342,-0.01038733,0.00382212,0.12516068,-0.01752611,0.99197431
1756066404678,0.21073084,1.10018906,-0.01039919,0.00377941,0.12509438,-0.01762767,0.99198104
1756066404689,0.21073537,1.10019234,-0.01040307,0.00370174,0.12509518,-0.01760810,0.99198158
1756066404700,0.21074219,1.10019696,-0.01040146,0.00381299,0.12514400,-0.01749620,0.99197698
1756066404711,0.21075495,1.10021788,-0.01039597,0.00394746,0.12526505,-0.01693915,0.99197084
1756066404722,0.21074612,1.10025901,-0.01037350,0.00411861,0.12531599,-0.01691472,0.99196413
1756066404733,0.21074276,1.10029212,-0.01037911,0.00422521,0.12517026,-0.01670744,0.99198559
1756066404744,0.21075596,1.10029972,-0.01040870,0.00428301,0.12496358,-0.01667482,0.99201195
1756066404755,0.21076758,1.10029280,-0.01041839,0.00416275,0.12478550,-0.01682944,0.99203227
1756066404767,0.21076171,1.10027474,-0.01038399,0.00391564,0.12464625,-0.01679653,0.99205134
1756066404778,0.21076067,1.10025051,-0.01035160,0.00398262,0.12464708,-0.01673038,0.99205208
1756066404789,0.21073984,1.10024652,-0.01033011,0.00394654,0.12446169,-0.01663533,0.99207710
1756066404800,0.21074833,1.10025468,-0.01033032,0.00404875,0.12455754,-0.01657393,0.99206569
1756066404811,0.21074460,1.10024312,-0.01033130,0.00401182,0.12457127,-0.01631282,0.99206844
1756066404822,0.21074133,1.10022125,-0.01031619,0.00402378,0.12472085,-0.01630603,0.99204971
1756066404833,0.21072333,1.10024041,-0.01029935,0.00405720,0.12472113,-0.01643195,0.99204746
1756066404844,0.21070917,1.10025626,-0.01029763,0.00417407,0.12478332,-0.01632017,0.99204100
1756066404855,0.21071650,1.10030794,-0.01029611,0.00442636,0.12493012,-0.01634232,0.99202107
1756066404867,0.21072479,1.10038659,-0.01029205,0.00505517,0.12459241,-0.01632166,0.99206088
1756066404878,0.21073304,1.10045850,-0.01027867,0.00523984,0.12476187,-0.01610818,0.99204211
1756066404889,0.21073242,1.10050312,-0.01025173,0.00529858,0.12497845,-0.01600865,0.99201615
1756066404900,0.21073993,1.10054544,-0.01022130,0.00531855,0.12496528,-0.01605933,0.99201688
1756066404911,0.21076609,1.10057044,-0.01019520,0.00537185,0.12491858,-0.01602871,0.99202297
1756066404922,0.21079780,1.10056993,-0.01017326,0.00536652,0.12482119,-0.01609007,0.99203426
1756066404933,0.21083428,1.10055837,-0.01014459,0.00523451,0.12476039,-0.01616268,0.99204144
1756066404944,0.21086015,1.10054699,-0.01009893,0.00504462,0.12475725,-0.01615046,0.99204302
1756066404955,0.21086933,1.10054362,-0.01006517,0.00494975,0.12482980,-0.01609324,0.99203530
1756066404967,0.21084280,1.10054937,-0.01007336,0.00497475,0.12489749,-0.01605909,0.99202720
1756066404978,0.21081237,1.10056922,-0.01010594,0.00517563,0.12491895,-0.01607107,0.99202328
1756066404989,0.21078189,1.10058871,-0.01012021,0.00526273,0.12496469,-0.01610755,0.99201647
1756066405000,0.21078946,1.10061744,-0.01011869,0.00533435,0.12498237,-0.01619808,0.99201239
1756066405011,0.21080010,1.10063165,-0.01011181,0.00546683,0.12497501,-0.01631057,0.99201075
1756066405022,0.21080567,1.10064128,-0.01008928,0.00544541,0.12505069,-0.01632980,0.99200101
1756066405033,0.21081324,1.10064000,-0.01006719,0.00531735,0.12507841,-0.01629908,0.99199872
1756066405044,0.21082832,1.10062134,-0.01005709,0.00515639,0.12508079,-0.01622601,0.99200047
1756066405055,0.21083926,1.10060069,-0.01004687,0.00495209,0.12503698,-0.01637862,0.99200452
1756066405066,0.21084850,1.10058212,-0.01005745,0.00474338,0.12489607,-0.01634864,0.99202379
1756066405078,0.21085818,1.10056227,-0.01005664,0.00476155,0.12500957,-0.01650812,0.99200676
1756066405089,0.21086182,1.10054898,-0.01004189,0.00465636,0.12508534,-0.01651366,0.99199762
1756066405100,0.21087192,1.10054484,-0.01000667,0.00458381,0.12519533,-0.01652611,0.99198387
1756066405111,0.21087317,1.10053524,-0.00997248,0.00453881,0.12527976,-0.01651212,0.99197365
1756066405122,0.21087323,1.10052425,-0.00994137,0.00445963,0.12547049,-0.01636992,0.99195226
1756066405133,0.21087198,1.10050866,-0.00990647,0.00440863,0.12556436,-0.01626926,0.99194227
1756066405144,0.21087788,1.10050258,-0.00987515,0.00428033,0.12557638,-0.01623304,0.99194190
1756066405155,0.21087839,1.10048801,-0.00985861,0.00439803,0.12559522,-0.01638842,0.99193645
1756066405167,0.21086048,1.10047045,-0.00984648,0.00440174,0.12558567,-0.01637784,0.99193782
1756066405178,0.21084882,1.10045245,-0.00981620,0.00434508,0.12559692,-0.01626110,0.99193856
1756066405189,0.21083103,1.10043523,-0.00978994,0.00432673,0.12563485,-0.01623207,0.99193431
1756066405200,0.21082281,1.10043508,-0.00977299,0.00430092,0.12575675,-0.01627254,0.99191832
1756066405211,0.21081443,1.10045257,-0.00976470,0.00438340,0.12580543,-0.01623008,0.99191248
1756066405222,0.21080895,1.10047716,-0.00976127,0.00449836,0.12576433,-0.01608307,0.99191957
1756066405233,0.21081208,1.10049292,-0.00975406,0.00452935,0.12574651,-0.01602307,0.99192266
1756066405244,0.21080489,1.10049796,-0.00973845,0.00443609,0.12570385,-0.01604024,0.99192821
1756066405255,0.21079402,1.10050327,-0.00972775,0.00427692,0.12566957,-0.01610165,0.99193226
1756066405266,0.21078672,1.10050184,-0.00976118,0.00414935,0.12569449,-0.01605506,0.99193040
1756066405278,0.21076943,1.10050243,-0.00980473,0.00408897,0.12569808,-0.01605137,0.99193025
1756066405289,0.21075524,1.10050899,-0.00985178,0.00406898,0.12568589,-0.01602017,0.99193238
1756066405300,0.21073486,1.10052523,-0.00987604,0.00427289,0.12572140,-0.01611216,0.99192554
1756066405311,0.21072470,1.10055244,-0.00989616,0.00440164,0.12570519,-0.01598230,0.99192913
1756066405322,0.21071757,1.10057175,-0.00990492,0.00444900,0.12570267,-0.01587108,0.99193102
1756066405334,0.21070461,1.10057887,-0.00990838,0.00448104,0.12569973,-0.01583357,0.99193185
1756066405344,0.21069016,1.10058311,-0.00992042,0.00447503,0.12566491,-0.01578335,0.99193709
1756066405356,0.21067388,1.10057232,-0.00993639,0.00440437,0.12563552,-0.01574413,0.99194175
1756066405366,0.21062700,1.10052323,-0.00995019,0.00430625,0.12565298,-0.01575259,0.99193984
1756066405377,0.21057285,1.10047218,-0.00996011,0.00415308,0.12564190,-0.01578258,0.99194142
1756066405388,0.21052332,1.10041824,-0.00997457,0.00402747,0.12567309,-0.01583911,0.99193708
1756066405400,0.21048121,1.10040668,-0.00997734,0.00367886,0.12559446,-0.01613838,0.99194357
1756066405411,0.21048336,1.10039371,-0.00999355,0.00381022,0.12566226,-0.01600524,0.99193665
1756066405422,0.21047206,1.10037830,-0.01002496,0.00400693,0.12555818,-0.01594135,0.99195008
1756066405433,0.21044560,1.10040054,-0.01004535,0.00402680,0.12562611,-0.01593423,0.99194151
1756066405444,0.21041410,1.10040826,-0.01005998,0.00404182,0.12571528,-0.01580910,0.99193216
1756066405455,0.21038009,1.10040954,-0.01008210,0.00413328,0.12572659,-0.01574344,0.99193139
1756066405467,0.21037067,1.10042298,-0.01010454,0.00415831,0.12575713,-0.01573005,0.99192763
1756066405478,0.21036510,1.10043365,-0.01011592,0.00409463,0.12581060,-0.01566767,0.99192210
1756066405489,0.21035926,1.10043892,-0.01012394,0.00399323,0.12577420,-0.01567712,0.99192698
1756066405500,0.21033485,1.10043782,-0.01014137,0.00396269,0.12572270,-0.01578980,0.99193184
1756066405511,0.21030851,1.10044110,-0.01015633,0.00398257,0.12571526,-0.01576895,0.99193304
1756066405522,0.21027525,1.10046157,-0.01016298,0.00404094,0.12576030,-0.01570688,0.99192808
1756066405533,0.21024440,1.10049492,-0.01017815,0.00432653,0.12583607,-0.01554827,0.99191976
1756066405544,0.21022360,1.10051885,-0.01020160,0.00443221,0.12589859,-0.01532936,0.99191477
1756066405555,0.21019222,1.10052556,-0.01021758,0.00435013,0.12584358,-0.01530048,0.99192256
1756066405567,0.21012269,1.10049689,-0.01025021,0.00431741,0.12581352,-0.01529452,0.99192661
1756066405578,0.21005701,1.10046968,-0.01027650,0.00421385,0.12575116,-0.01536493,0.99193387
1756066405589,0.20999436,1.10045099,-0.01030517,0.00423571,0.12575868,-0.01545767,0.99193139
1756066405600,0.20997135,1.10045293,-0.01030886,0.00428428,0.12572868,-0.01536505,0.99193642
1756066405611,0.20995609,1.10044724,-0.01030329,0.00429721,0.12575578,-0.01524707,0.99193475
1756066405622,0.20993949,1.10042882,-0.01029539,0.00423868,0.12579175,-0.01524156,0.99193052
1756066405633,0.20992868,1.10041225,-0.01028562,0.00411014,0.12584106,-0.01529777,0.99192395
