UnixTime(ms),ViewIndex,Eye,EyePosX,EyePosY,EyePosZ,EyeOrientX,EyeOrientY,EyeOrientZ,EyeOrientW
1756066404122,1,right,0.24252523,1.09910925,-0.01910044,0.00375650,0.12340896,-0.01632376,0.99221452
1756066404133,0,left,0.17889886,1.10115093,-0.00297780,0.00364040,0.12332635,-0.01614366,0.99222817
1756066404133,1,right,0.24257223,1.09910494,-0.01906620,0.00364040,0.12332635,-0.01614366,0.99222817
1756066404144,0,left,0.17894764,1.10116002,-0.00293965,0.00359844,0.12334083,-0.01625042,0.99222478
1756066404144,1,right,0.24262007,1.09909943,-0.01902985,0.00359844,0.12334083,-0.01625042,0.99222478
1756066404155,0,left,0.17897227,1.10115945,-0.00291703,0.00370333,0.12328802,-0.01623445,0.99223122
1756066404155,1,right,0.24264651,1.09910262,-0.01900067,0.00370333,0.12328802,-0.01623445,0.99223122
1756066404166,0,left,0.17896786,1.10119079,-0.00291114,0.00366888,0.12336062,-0.01633640,0.99222065
1756066404166,1,right,0.24263930,1.09912016,-0.01900405,0.00366888,0.12336062,-0.01633640,0.99222065
1756066404178,0,left,0.17894745,1.10120414,-0.00290747,0.00375040,0.12342947,-0.01634608,0.99221162
1756066404178,1,right,0.24261662,1.09913363,-0.01900939,0.00375040,0.12342947,-0.01634608,0.99221162
1756066404189,0,left,0.17892951,1.10121682,-0.00289305,0.00374551,0.12358185,-0.01629347,0.99219354
1756066404189,1,right,0.24259397,1.09915319,-0.01901451,0.00374551,0.12358185,-0.01629347,0.99219354
1756066404200,0,left,0.17892687,1.10122550,-0.00286646,0.00375376,0.12377585,-0.01615621,0.99217157
1756066404200,1,right,0.24258559,1.09918004,-0.01901280,0.00375376,0.12377585,-0.01615621,0.99217157
1756066404211,0,left,0.17894806,1.10120824,-0.00285317,0.00396037,0.12387498,-0.01577339,0.99216455
1756066404211,1,right,0.24260516,1.09921613,-0.01901256,0.00396037,0.12387498,-0.01577339,0.99216455
1756066404223,0,left,0.17894022,1.10122931,-0.00285590,0.00393754,0.12382282,-0.01606287,0.99216651
1756066404223,1,right,0.24259780,1.09919905,-0.01900863,0.00393754,0.12382282,-0.01606287,0.99216651
1756066404233,0,left,0.17894466,1.10123628,-0.00283712,0.00376309,0.12407944,-0.01626834,0.99213178
1756066404233,1,right,0.24259301,1.09917659,-0.01902247,0.00376309,0.12407944,-0.01626834,0.99213178
1756066404244,0,left,0.17892563,1.10123278,-0.00283272,0.00377423,0.12399577,-0.01663085,0.99213619
1756066404244,1,right,0.24257514,1.09912597,-0.01900744,0.00377423,0.12399577,-0.01663085,0.99213619
1756066404255,0,left,0.17892666,1.10121628,-0.00283368,0.00353217,0.12403732,-0.01685784,0.99212806
1756066404255,1,right,0.24257381,1.09907595,-0.01901327,0.00353217,0.12403732,-0.01685784,0.99212806
1756066404266,0,left,0.17893058,1.10120067,-0.00280227,0.00328200,0.12421694,-0.01706454,0.99210291
1756066404266,1,right,0.24257097,1.09902946,-0.01900439,0.00328200,0.12421694,-0.01706454,0.99210291
1756066404277,0,left,0.17893459,1.10116504,-0.00278938,0.00330351,0.12418992,-0.01694571,0.99210826
1756066404277,1,right,0.24257638,1.09900965,-0.01898807,0.00330351,0.12418992,-0.01694571,0.99210826
1756066404289,0,left,0.17895980,1.10115064,-0.00276031,0.00326701,0.12437337,-0.01694160,0.99208547
1756066404289,1,right,0.24259563,1.09899532,-0.01898245,0.00326701,0.12437337,-0.01694160,0.99208547
1756066404300,0,left,0.17896330,1.10115714,-0.00273113,0.00317863,0.12439945,-0.01694032,0.99208251
1756066404300,1,right,0.24259827,1.09900056,-0.01895643,0.00317863,0.12439945,-0.01694032,0.99208251
1756066404311,0,left,0.17897663,1.10117535,-0.00270912,0.00301009,0.12437461,-0.01704020,0.99208444
1756066404311,1,right,0.24261194,1.09900298,-0.01893088,0.00301009,0.12437461,-0.01704020,0.99208444
1756066404322,0,left,0.17900139,1.10113869,-0.00269931,0.00298053,0.12447192,-0.01698711,0.99207323
1756066404322,1,right,0.24263379,1.09897282,-0.01893348,0.00298053,0.12447192,-0.01698711,0.99207323
1756066404333,0,left,0.17900670,1.10113414,-0.00267825,0.00288841,0.12450095,-0.01732942,0.99206394
1756066404333,1,right,0.24263659,1.09892217,-0.01891598,0.00288841,0.12450095,-0.01732942,0.99206394
1756066404345,0,left,0.17900473,1.10114373,-0.00264595,0.00287540,0.12464243,-0.01768372,0.99203996
1756066404345,1,right,0.24262836,1.09888546,-0.01890184,0.00287540,0.12464243,-0.01768372,0.99203996
1756066404355,0,left,0.17900448,1.10112235,-0.00261441,0.00280026,0.12478016,-0.01754807,0.99202527
1756066404355,1,right,0.24262421,1.09888062,-0.01888779,0.00280026,0.12478016,-0.01754807,0.99202527
1756066404367,0,left,0.17900039,1.10111974,-0.00258464,0.00298587,0.12483443,-0.01755358,0.99201780
1756066404367,1,right,0.24261834,1.09888037,-0.01886540,0.00298587,0.12483443,-0.01755358,0.99201780
1756066404378,0,left,0.17898714,1.10114113,-0.00256282,0.00319951,0.12485490,-0.01759567,0.99201382
1756066404378,1,right,0.24260423,1.09889980,-0.01884669,0.00319951,0.12485490,-0.01759567,0.99201382
1756066404389,0,left,0.17898247,1.10118873,-0.00253690,0.00334899,0.12498895,-0.01772691,0.99199410
1756066404389,1,right,0.24259454,1.09893285,-0.01883833,0.00334899,0.12498895,-0.01772691,0.99199410
1756066404400,0,left,0.17899805,1.10122003,-0.00251963,0.00370345,0.12499335,-0.01759203,0.99199469
1756066404400,1,right,0.24261060,1.09898756,-0.01882241,0.00370345,0.12499335,-0.01759203,0.99199469
1756066404411,0,left,0.17901301,1.10125594,-0.00250000,0.00390600,0.12490767,-0.01749256,0.99200646
1756066404411,1,right,0.24262884,1.09903969,-0.01879221,0.00390600,0.12490767,-0.01749256,0.99200646
1756066404422,0,left,0.17902905,1.10130594,-0.00247505,0.00396410,0.12494552,-0.01761155,0.99199936
1756066404422,1,right,0.24264309,1.09907516,-0.01877228,0.00396410,0.12494552,-0.01761155,0.99199936
1756066404433,0,left,0.17904921,1.10132788,-0.00244696,0.00416068,0.12503136,-0.01746734,0.99199029
1756066404433,1,right,0.24266107,1.09911920,-0.01875560,0.00416068,0.12503136,-0.01746734,0.99199029
1756066404444,0,left,0.17904803,1.10136924,-0.00242552,0.00427020,0.12495993,-0.01748878,0.99199845
1756066404444,1,right,0.24266213,1.09915950,-0.01872525,0.00427020,0.12495993,-0.01748878,0.99199845
1756066404455,0,left,0.17904931,1.10141296,-0.00239841,0.00447716,0.12510378,-0.01754423,0.99197843
1756066404455,1,right,0.24265847,1.09919953,-0.01871707,0.00447716,0.12510378,-0.01754423,0.99197843
1756066404466,0,left,0.17901133,1.10139318,-0.00243487,0.00523686,0.12472534,-0.01735754,0.99202565
1756066404466,1,right,0.24263374,1.09921620,-0.01870660,0.00523686,0.12472534,-0.01735754,0.99202565
1756066404478,0,left,0.17899232,1.10143624,-0.00239457,0.00445137,0.12534207,-0.01771819,0.99194537
1756066404478,1,right,0.24259280,1.09919991,-0.01874380,0.00445137,0.12534207,-0.01771819,0.99194537
1756066404489,0,left,0.17899968,1.10145415,-0.00234452,0.00453196,0.12515430,-0.01763656,0.99197017
1756066404489,1,right,0.24260671,1.09922963,-0.01866981,0.00453196,0.12515430,-0.01763656,0.99197017
1756066404500,0,left,0.17897245,1.10144970,-0.00232164,0.00466799,0.12494311,-0.01768421,0.99199531
1756066404500,1,right,0.24258619,1.09922102,-0.01862016,0.00466799,0.12494311,-0.01768421,0.99199531
1756066404511,0,left,0.17897990,1.10147074,-0.00232125,0.00464099,0.12518168,-0.01777117,0.99196381
1756066404511,1,right,0.24258542,1.09923050,-0.01865035,0.00464099,0.12518168,-0.01777117,0.99196381
1756066404522,0,left,0.17897057,1.10147244,-0.00234186,0.00472324,0.12520381,-0.01771314,0.99196166
1756066404522,1,right,0.24257562,1.09924113,-0.01867396,0.00472324,0.12520381,-0.01771314,0.99196166
1756066404533,0,left,0.17896967,1.10148644,-0.00232972,0.00466689,0.12520460,-0.01766377,0.99196271
1756066404533,1,right,0.24257491,1.09926064,-0.01866178,0.00466689,0.12520460,-0.01766377,0.99196271
1756066404544,0,left,0.17898574,1.10148451,-0.00230235,0.00452378,0.12523191,-0.01750383,0.99196276
1756066404544,1,right,0.24259085,1.09927722,-0.01863754,0.00452378,0.12523191,-0.01750383,0.99196276
1756066404555,0,left,0.17898777,1.10148781,-0.00229922,0.00441093,0.12517014,-0.01753659,0.99197049
1756066404555,1,right,0.24259478,1.09927434,-0.01862624,0.00441093,0.12517014,-0.01753659,0.99197049
1756066404566,0,left,0.17897546,1.10147243,-0.00229299,0.00436498,0.12510295,-0.01760946,0.99197788
1756066404566,1,right,0.24258432,1.09924865,-0.01861131,0.00436498,0.12510295,-0.01760946,0.99197788
1756066404578,0,left,0.17894879,1.10143949,-0.00229277,0.00431491,0.12497776,-0.01776356,0.99199113
1756066404578,1,right,0.24256104,1.09919469,-0.01859496,0.00431491,0.12497776,-0.01776356,0.99199113
1756066404589,0,left,0.17892706,1.10140102,-0.00226313,0.00403995,0.12504788,-0.01776641,0.99198340
1756066404589,1,right,0.24253699,1.09915139,-0.01857370,0.00403995,0.12504788,-0.01776641,0.99198340
1756066404600,0,left,0.17892837,1.10136976,-0.00223786,0.00400542,0.12511226,-0.01770863,0.99197645
1756066404600,1,right,0.24253646,1.09912715,-0.01855659,0.00400542,0.12511226,-0.01770863,0.99197645
1756066404611,0,left,0.17892493,1.10136733,-0.00222295,0.00400508,0.12516854,-0.01771736,0.99196920
1756066404611,1,right,0.24253113,1.09912362,-0.01854891,0.00400508,0.12516854,-0.01771736,0.99196920
1756066404622,0,left,0.17892799,1.10136279,-0.00222110,0.00406124,0.12524500,-0.01762696,0.99196093
1756066404622,1,right,0.24253207,1.09913185,-0.01855696,0.00406124,0.12524500,-0.01762696,0.99196093
1756066404633,0,left,0.17891851,1.10134938,-0.00222163,0.00411049,0.12528988,-0.01753367,0.99195671
1756066404633,1,right,0.24252158,1.09913144,-0.01856334,0.00411049,0.12528988,-0.01753367,0.99195671
1756066404644,0,left,0.17891127,1.10133608,-0.00221347,0.00401604,0.12530495,-0.01747238,0.99195628
1756066404644,1,right,0.24251410,1.09912459,-0.01855690,0.00401604,0.12530495,-0.01747238,0.99195628
1756066404655,0,left,0.17891393,1.10132344,-0.00221116,0.00393873,0.12524851,-0.01745763,0.99196397
1756066404655,1,right,0.24251871,1.09911256,-0.01854717,0.00393873,0.12524851,-0.01745763,0.99196397
1756066404666,0,left,0.17892070,1.10131432,-0.00222509,0.00382212,0.12516068,-0.01752611,0.99197431
1756066404666,1,right,0.24252804,1.09909252,-0.01854958,0.00382212,0.12516068,-0.01752611,0.99197431
1756066404678,0,left,0.17892630,1.10130696,-0.00224124,0.00377941,0.12509438,-0.01762767,0.99198104
1756066404678,1,right,0.24253537,1.09907116,-0.01855715,0.00377941,0.12509438,-0.01762767,0.99198104
1756066404689,0,left,0.17893080,1.10130960,-0.00224515,0.00370174,0.12509518,-0.01760810,0.99198158
1756066404689,1,right,0.24253993,1.09907508,-0.01856099,0.00370174,0.12509518,-0.01760810,0.99198158
1756066404700,0,left,0.17893818,1.10130599,-0.00224029,0.00381299,0.12514400,-0.01749620,0.99197698
1756066404700,1,right,0.24254620,1.09908792,-0.01856262,0.00381299,0.12514400,-0.01749620,0.99197698
1756066404711,0,left,0.17895165,1.10128946,-0.00222696,0.00394746,0.12526505,-0.01693915,0.99197084
1756066404711,1,right,0.24255824,1.09914630,-0.01856499,0.00394746,0.12526505,-0.01693915,0.99197084
1756066404722,0,left,0.17894363,1.10132756,-0.00220104,0.00411861,0.12531599,-0.01691472,0.99196413
1756066404722,1,right,0.24254862,1.09919045,-0.01854596,0.00411861,0.12531599,-0.01691472,0.99196413
1756066404733,0,left,0.17893741,1.10134635,-0.00221591,0.00422521,0.12517026,-0.01670744,0.99198559
1756066404733,1,right,0.24254811,1.09923788,-0.01854231,0.00422521,0.12517026,-0.01670744,0.99198559
1756066404744,0,left,0.17894714,1.10135144,-0.00225870,0.00428301,0.12496358,-0.01667482,0.99201195
1756066404744,1,right,0.24256478,1.09924800,-0.01855870,0.00428301,0.12496358,-0.01667482,0.99201195
1756066404755,0,left,0.17895618,1.10135566,-0.00227991,0.00416275,0.12478550,-0.01682944,0.99203227
1756066404755,1,right,0.24257898,1.09922994,-0.01855686,0.00416275,0.12478550,-0.01682944,0.99203227
1756066404767,0,left,0.17894795,1.10133754,-0.00225473,0.00391564,0.12464625,-0.01679653,0.99205134
1756066404767,1,right,0.24257547,1.09921195,-0.01851326,0.00391564,0.12464625,-0.01679653,0.99205134
1756066404778,0,left,0.17894678,1.10130845,-0.00222221,0.00398262,0.12464708,-0.01673038,0.99205208
1756066404778,1,right,0.24257456,1.09919257,-0.01848098,0.00398262,0.12464708,-0.01673038,0.99205208
1756066404789,0,left,0.17892270,1.10129863,-0.00221267,0.00394654,0.12446169,-0.01663533,0.99207710
1756066404789,1,right,0.24255698,1.09919441,-0.01844755,0.00394654,0.12446169,-0.01663533,0.99207710
1756066404800,0,left,0.17893262,1.10130192,-0.00220663,0.00404875,0.12455754,-0.01657393,0.99206569
1756066404800,1,right,0.24256404,1.09920745,-0.01845401,0.00404875,0.12455754,-0.01657393,0.99206569
1756066404811,0,left,0.17892856,1.10127364,-0.00220681,0.00401182,0.12457127,-0.01631282,0.99206844
1756066404811,1,right,0.24256065,1.09921261,-0.01845580,0.00401182,0.12457127,-0.01631282,0.99206844
1756066404822,0,left,0.17892772,1.10125116,-0.00218209,0.00402378,0.12472085,-0.01630603,0.99204971
1756066404822,1,right,0.24255493,1.09919133,-0.01845030,0.00402378,0.12472085,-0.01630603,0.99204971
1756066404833,0,left,0.17890999,1.10127826,-0.00216518,0.00405720,0.12472113,-0.01643195,0.99204746
1756066404833,1,right,0.24253666,1.09920256,-0.01843353,0.00405720,0.12472113,-0.01643195,0.99204746
1756066404844,0,left,0.17889531,1.10128739,-0.00215800,0.00416039,0.12477397,-0.01633749,0.99204195
1756066404844,1,right,0.24252065,1.09922574,-0.01843332,0.00416039,0.12477397,-0.01633749,0.99204195
1756066404855,0,left,0.17890639,1.10133683,-0.00214815,0.00442636,0.12493012,-0.01634232,0.99202107
1756066404855,1,right,0.24252661,1.09927905,-0.01844406,0.00442636,0.12493012,-0.01634232,0.99202107
1756066404867,0,left,0.17890911,1.10140913,-0.00216512,0.00505517,0.12459241,-0.01632166,0.99206088
1756066404867,1,right,0.24254047,1.09936405,-0.01841899,0.00505517,0.12459241,-0.01632166,0.99206088
1756066404878,0,left,0.17891969,1.10146553,-0.00214072,0.00523984,0.12476187,-0.01610818,0.99204211
1756066404878,1,right,0.24254640,1.09945147,-0.01841662,0.00523984,0.12476187,-0.01610818,0.99204211
1756066404889,0,left,0.17892240,1.10150308,-0.00209985,0.00529858,0.12497845,-0.01600865,0.99201615
1756066404889,1,right,0.24254243,1.09950316,-0.01840362,0.00529858,0.12497845,-0.01600865,0.99201615
1756066404900,0,left,0.17892981,1.10154854,-0.00207023,0.00531855,0.12496528,-0.01605933,0.99201688
1756066404900,1,right,0.24255005,1.09954233,-0.01837237,0.00531855,0.12496528,-0.01605933,0.99201688
1756066404911,0,left,0.17895514,1.10157114,-0.00204707,0.00537185,0.12491858,-0.01602871,0.99202297
1756066404911,1,right,0.24257705,1.09956975,-0.01834332,0.00537185,0.12491858,-0.01602871,0.99202297
1756066404922,0,left,0.17898537,1.10157472,-0.00203138,0.00536652,0.12482119,-0.01609007,0.99203426
1756066404922,1,right,0.24261023,1.09956515,-0.01831514,0.00536652,0.12482119,-0.01609007,0.99203426
1756066404933,0,left,0.17902102,1.10156900,-0.00200673,0.00523451,0.12476039,-0.01616268,0.99204144
1756066404933,1,right,0.24264754,1.09954774,-0.01828245,0.00523451,0.12476039,-0.01616268,0.99204144
1756066404944,0,left,0.17904681,1.10155838,-0.00196147,0.00504462,0.12475725,-0.01615046,0.99204302
1756066404944,1,right,0.24267349,1.09953560,-0.01823640,0.00504462,0.12475725,-0.01615046,0.99204302
1756066404955,0,left,0.17905706,1.10155202,-0.00192316,0.00494975,0.12482980,-0.01609324,0.99203530
1756066404955,1,right,0.24268159,1.09953521,-0.01820718,0.00494975,0.12482980,-0.01609324,0.99203530
1756066404967,0,left,0.17903157,1.10155531,-0.00192699,0.00497475,0.12489749,-0.01605909,0.99202720
1756066404967,1,right,0.24265404,1.09954343,-0.01821974,0.00497475,0.12489749,-0.01605909,0.99202720
1756066404978,0,left,0.17900151,1.10157428,-0.00195798,0.00517563,0.12491895,-0.01607107,0.99202328
1756066404978,1,right,0.24262324,1.09956415,-0.01825389,0.00517563,0.12491895,-0.01607107,0.99202328
1756066404989,0,left,0.17897186,1.10159542,-0.00196923,0.00526273,0.12496469,-0.01610755,0.99201647
1756066404989,1,right,0.24259192,1.09958200,-0.01827120,0.00526273,0.12496469,-0.01610755,0.99201647
1756066405000,0,left,0.17897990,1.10162945,-0.00196648,0.00533435,0.12498237,-0.01619808,0.99201239
1756066405000,1,right,0.24259901,1.09960543,-0.01827091,0.00533435,0.12498237,-0.01619808,0.99201239
1756066405011,0,left,0.17899066,1.10164991,-0.00195991,0.00546683,0.12497501,-0.01631057,0.99201075
1756066405011,1,right,0.24260953,1.09961340,-0.01826371,0.00546683,0.12497501,-0.01631057,0.99201075
1756066405022,0,left,0.17899752,1.10166093,-0.00193254,0.00544541,0.12505069,-0.01632980,0.99200101
1756066405022,1,right,0.24261382,1.09962163,-0.01824602,0.00544541,0.12505069,-0.01632980,0.99200101
1756066405033,0,left,0.17900549,1.10165868,-0.00190882,0.00531735,0.12507841,-0.01629908,0.99199872
1756066405033,1,right,0.24262099,1.09962131,-0.01822557,0.00531735,0.12507841,-0.01629908,0.99199872
1756066405044,0,left,0.17902045,1.10163659,-0.00189874,0.00515639,0.12508079,-0.01622601,0.99200047
1756066405044,1,right,0.24263619,1.09960610,-0.01821544,0.00515639,0.12508079,-0.01622601,0.99200047
1756066405055,0,left,0.17903100,1.10162758,-0.00189151,0.00495209,0.12503698,-0.01637862,0.99200452
1756066405055,1,right,0.24264751,1.09957380,-0.01820223,0.00495209,0.12503698,-0.01637862,0.99200452
1756066405066,0,left,0.17903786,1.10160884,-0.00191135,0.00474338,0.12489607,-0.01634864,0.99202379
1756066405066,1,right,0.24265914,1.09955541,-0.01820355,0.00474338,0.12489607,-0.01634864,0.99202379
1756066405078,0,left,0.17904975,1.10159918,-0.00190322,0.00476155,0.12500957,-0.01650812,0.99200676
1756066405078,1,right,0.24266662,1.09952537,-0.01821007,0.00476155,0.12500957,-0.01650812,0.99200676
1756066405089,0,left,0.17905465,1.10158708,-0.00188371,0.00465636,0.12508534,-0.01651366,0.99199762
1756066405089,1,right,0.24266899,1.09951089,-0.01820007,0.00465636,0.12508534,-0.01651366,0.99199762
1756066405100,0,left,0.17906657,1.10158430,-0.00184151,0.00458381,0.12519533,-0.01652611,0.99198387
1756066405100,1,right,0.24267727,1.09950538,-0.01817182,0.00458381,0.12519533,-0.01652611,0.99198387
1756066405111,0,left,0.17906919,1.10157412,-0.00180196,0.00453881,0.12527976,-0.01651212,0.99197365
1756066405111,1,right,0.24267715,1.09949636,-0.01814301,0.00453881,0.12527976,-0.01651212,0.99197365
1756066405122,0,left,0.17907208,1.10155443,-0.00175872,0.00445963,0.12547049,-0.01636992,0.99195226
1756066405122,1,right,0.24267438,1.09949406,-0.01812402,0.00445963,0.12547049,-0.01636992,0.99195226
1756066405133,0,left,0.17907217,1.10153267,-0.00171787,0.00440863,0.12556436,-0.01626926,0.99194227
1756066405133,1,right,0.24267179,1.09948465,-0.01809508,0.00440863,0.12556436,-0.01626926,0.99194227
1756066405144,0,left,0.17907819,1.10152528,-0.00168591,0.00428033,0.12557638,-0.01623304,0.99194190
1756066405144,1,right,0.24267757,1.09947988,-0.01806439,0.00428033,0.12557638,-0.01623304,0.99194190
1756066405155,0,left,0.17907934,1.10151985,-0.00166802,0.00439803,0.12559522,-0.01638842,0.99193645
1756066405155,1,right,0.24267743,1.09945616,-0.01804920,0.00439803,0.12559522,-0.01638842,0.99193645
1756066405167,0,left,0.17906123,1.10150158,-0.00165650,0.00440174,0.12558567,-0.01637784,0.99193782
1756066405167,1,right,0.24265972,1.09943932,-0.01803646,0.00440174,0.12558567,-0.01637784,0.99193782
1756066405178,0,left,0.17904952,1.10147644,-0.00162557,0.00434508,0.12559692,-0.01626110,0.99193856
1756066405178,1,right,0.24264812,1.09942847,-0.01800683,0.00434508,0.12559692,-0.01626110,0.99193856
1756066405189,0,left,0.17903230,1.10145746,-0.00159691,0.00432673,0.12563485,-0.01623207,0.99193431
1756066405189,1,right,0.24262977,1.09941300,-0.01798298,0.00432673,0.12563485,-0.01623207,0.99193431
1756066405200,0,left,0.17902617,1.10146011,-0.00157215,0.00430092,0.12575675,-0.01627254,0.99191832
1756066405200,1,right,0.24261944,1.09941005,-0.01797382,0.00430092,0.12575675,-0.01627254,0.99191832
1756066405211,0,left,0.17901851,1.10147413,-0.00156067,0.00438340,0.12580543,-0.01623008,0.99191248
1756066405211,1,right,0.24261035,1.09943101,-0.01796873,0.00438340,0.12580543,-0.01623008,0.99191248
1756066405222,0,left,0.17901203,1.10148821,-0.00155978,0.00449836,0.12576433,-0.01608307,0.99191957
1756066405222,1,right,0.24260587,1.09946611,-0.01796276,0.00449836,0.12576433,-0.01608307,0.99191957
1756066405233,0,left,0.17901474,1.10149981,-0.00155369,0.00452935,0.12574651,-0.01602307,0.99192266
1756066405233,1,right,0.24260941,1.09948603,-0.01795443,0.00452935,0.12574651,-0.01602307,0.99192266
1756066405244,0,left,0.17900689,1.10150676,-0.00154090,0.00443609,0.12570385,-0.01604024,0.99192821
1756066405244,1,right,0.24260290,1.09948916,-0.01793599,0.00443609,0.12570385,-0.01604024,0.99192821
1756066405255,0,left,0.17899558,1.10151739,-0.00153256,0.00427692,0.12566957,-0.01610165,0.99193226
1756066405255,1,right,0.24259245,1.09948914,-0.01792294,0.00427692,0.12566957,-0.01610165,0.99193226
1756066405266,0,left,0.17898859,1.10151397,-0.00156453,0.00414935,0.12569449,-0.01605506,0.99193040
1756066405266,1,right,0.24258484,1.09948970,-0.01795784,0.00414935,0.12569449,-0.01605506,0.99193040
1756066405278,0,left,0.17897135,1.10151482,-0.00160790,0.00408897,0.12569808,-0.01605137,0.99193025
1756066405278,1,right,0.24256751,1.09949004,-0.01800155,0.00408897,0.12569808,-0.01605137,0.99193025
1756066405289,0,left,0.17895690,1.10151952,-0.00165577,0.00406898,0.12568589,-0.01602017,0.99193238
1756066405289,1,right,0.24255359,1.09949846,-0.01804780,0.00406898,0.12568589,-0.01602017,0.99193238
1756066405300,0,left,0.17893730,1.10154006,-0.00167753,0.00427289,0.12572140,-0.01611216,0.99192554
1756066405300,1,right,0.24253242,1.09951041,-0.01807456,0.00427289,0.12572140,-0.01611216,0.99192554
1756066405311,0,left,0.17892660,1.10155775,-0.00169857,0.00440164,0.12570519,-0.01598230,0.99192913
1756066405311,1,right,0.24252279,1.09954713,-0.01809374,0.00440164,0.12570519,-0.01598230,0.99192913
1756066405322,0,left,0.17891920,1.10156942,-0.00170747,0.00444900,0.12570267,-0.01587108,0.99193102
1756066405322,1,right,0.24251595,1.09957408,-0.01810237,0.00444900,0.12570267,-0.01587108,0.99193102
1756066405334,0,left,0.17890611,1.10157384,-0.00171109,0.00448104,0.12569973,-0.01583357,0.99193185
1756066405334,1,right,0.24250311,1.09958391,-0.01810567,0.00448104,0.12569973,-0.01583357,0.99193185
1756066405344,0,left,0.17889097,1.10157486,-0.00172537,0.00447503,0.12566491,-0.01578335,0.99193709
1756066405344,1,right,0.24248934,1.09959135,-0.01811546,0.00447503,0.12566491,-0.01578335,0.99193709
1756066405356,0,left,0.17887413,1.10156211,-0.00174331,0.00440437,0.12563552,-0.01574413,0.99194175
1756066405356,1,right,0.24247363,1.09958252,-0.01812947,0.00440437,0.12563552,-0.01574413,0.99194175
1756066405366,0,left,0.17882757,1.10151438,-0.00175609,0.00430625,0.12565298,-0.01575259,0.99193984
1756066405366,1,right,0.24242644,1.09953208,-0.01814429,0.00430625,0.12565298,-0.01575259,0.99193984
1756066405377,0,left,0.17877330,1.10146656,-0.00176687,0.00415308,0.12564190,-0.01578258,0.99194142
1756066405377,1,right,0.24237241,1.09947781,-0.01815336,0.00415308,0.12564190,-0.01578258,0.99194142
1756066405388,0,left,0.17872439,1.10141732,-0.00177944,0.00402747,0.12567309,-0.01583911,0.99193708
1756066405388,1,right,0.24232225,1.09941916,-0.01816970,0.00402747,0.12567309,-0.01583911,0.99193708
1756066405400,0,left,0.17868161,1.10142817,-0.00178757,0.00367886,0.12559446,-0.01613838,0.99194357
1756066405400,1,right,0.24228081,1.09938519,-0.01816711,0.00367886,0.12559446,-0.01613838,0.99194357
1756066405411,0,left,0.17868459,1.10140542,-0.00179932,0.00381022,0.12566226,-0.01600524,0.99193665
1756066405411,1,right,0.24228212,1.09938201,-0.01818779,0.00381022,0.12566226,-0.01600524,0.99193665
1756066405422,0,left,0.17867145,1.10138426,-0.00183721,0.00400693,0.12555818,-0.01594135,0.99195008
1756066405422,1,right,0.24227267,1.09937235,-0.01821272,0.00400693,0.12555818,-0.01594135,0.99195008
1756066405433,0,left,0.17864609,1.10140584,-0.00185322,0.00402680,0.12562611,-0.01593423,0.99194151
1756066405433,1,right,0.24224511,1.09939523,-0.01823748,0.00402680,0.12562611,-0.01593423,0.99194151
1756066405444,0,left,0.17861581,1.10140525,-0.00186214,0.00404182,0.12571528,-0.01580910,0.99193216
1756066405444,1,right,0.24221238,1.09941126,-0.01825782,0.00404182,0.12571528,-0.01580910,0.99193216
1756066405455,0,left,0.17858185,1.10140149,-0.00188344,0.00413328,0.12572659,-0.01574344,0.99193139
1756066405455,1,right,0.24217834,1.09941759,-0.01828075,0.00413328,0.12572659,-0.01574344,0.99193139
1756066405467,0,left,0.17857291,1.10141384,-0.00190390,0.00415831,0.12575713,-0.01573005,0.99192763
1756066405467,1,right,0.24216844,1.09943212,-0.01830517,0.00415831,0.12575713,-0.01573005,0.99192763
1756066405478,0,left,0.17856809,1.10142095,-0.00191193,0.00409463,0.12581060,-0.01566767,0.99192210
1756066405478,1,right,0.24216211,1.09944635,-0.01831991,0.00409463,0.12581060,-0.01566767,0.99192210
1756066405489,0,left,0.17856166,1.10142769,-0.00192238,0.00399323,0.12577420,-0.01567712,0.99192698
1756066405489,1,right,0.24215686,1.09945015,-0.01832549,0.00399323,0.12577420,-0.01567712,0.99192698
1756066405500,0,left,0.17853664,1.10143420,-0.00194314,0.00396269,0.12572270,-0.01578980,0.99193184
1756066405500,1,right,0.24213307,1.09944144,-0.01833961,0.00396269,0.12572270,-0.01578980,0.99193184
1756066405511,0,left,0.17851013,1.10143596,-0.00195856,0.00398257,0.12571526,-0.01576895,0.99193304
1756066405511,1,right,0.24210688,1.09944623,-0.01835411,0.00398257,0.12571526,-0.01576895,0.99193304
1756066405522,0,left,0.17847748,1.10145189,-0.00196226,0.00404094,0.12576030,-0.01570688,0.99192808
1756066405522,1,right,0.24207301,1.09947125,-0.01836370,0.00404094,0.12576030,-0.01570688,0.99192808
1756066405533,0,left,0.17844757,1.10147251,-0.00197231,0.00432653,0.12583607,-0.01554827,0.99191976
1756066405533,1,right,0.24204123,1.09951733,-0.01838398,0.00432653,0.12583607,-0.01554827,0.99191976
1756066405544,0,left,0.17842736,1.10148128,-0.00199169,0.00443221,0.12589859,-0.01532936,0.99191477
1756066405544,1,right,0.24201985,1.09955642,-0.01841151,0.00443221,0.12589859,-0.01532936,0.99191477
